"";"211302";"Ahli Kimia";"Chemist"
"";"211303";"Ahli Kimia Getah";"Chemist, Rubber"
"";"211304";"Ahli Kimia Organik";"Chemist, Organic"
"";"211305";"Ahli Kimia Bukan Organik";"Chemist, Inorganic"
"";"211306";"Ahli Kimia Kaca";"Chemist, Glass"
"";"211307";"Ahli Kimia Kaji Logam";"Chemist, Metallurgy"
"";"211308";"Ahli Kimia Kakisan";"Chemist, Corrosion"
"";"211309";"Ahli Kimia Plastik";"Chemist, Plastics"
"";"211310";"Ahli Kimia Polimer";"Chemist, Polymer"
"";"211311";"Ahli Kimia Fizik";"Chemist, Physical"
"";"211312";"Ahli Kimia Analisis";"Chemist, Analysis"
"";"211313";"Ahli Kimia Pembangunan dan Penyelidikan";"Chemist, Research and Development"
"";"211314";"Ahli Kimia Penulenan Air";"Chemist, Water Purification"
"";"211315";"Ahli Kimia Bahan Cuci";"Chemist, Detergent"
"";"211316";"Ahli Kimia Barangan Kulit";"Chemist, Leather"
"";"211317";"Ahli Kimia Cat";"Chemist, Paint"
"";"211318";"Ahli Kimia Kawalan Kualiti";"Chemist, Quality Control"
"";"211319";"Ahli Kimia Makanan";"Chemist, Food"
"";"211320";"Ahli Kimia Perindustrian";"Chemist, Industrial"
"";"211321";"Ahli Kimia Petroleum";"Chemist, Petroleum"
"";"211322";"Ahli Kimia Pewarna";"Chemist, Dye"
"";"211323";"Ahli Kimia Tekstil";"Chemist, Textile"
"";"211324";"Ahli Kimia Farmaseutikal";"Chemist, Pharmaceutical"
"";"211325";"Ahli Kimia Kristalografi";"Chemist, Crystallography"
"";"211326";"Ahli Kimia Nuklear";"Chemist, Nuclear"
"";"211327";"Stratigrapher Seismik";"Seismic Stratigrapher"
"";"211328";"Ahli Geokimia";"Geochemist"
"";"211329";"Paleo dan Biotratigrapher";"Paleo and Biotratigrapher"
"";"211330";"Modeller Reservoir Geologi 2D/3D";"Geological 2D/3D Reservoir Modeller"
"";"211331";"Ahli Geologi Eksplorasi";"Exploration Geologist"
"";"211332";"Ahli Sedimentologi";"Sedimentologist"
"";"211333";"Ahli Petrofizik";"Petrophysicist"
"";"211334";"Basin Modeller";"Basin Modeller"
"";"211335";"Pakar Pengkarbonan";"Carbonization Specialist"
"";"211336";"Pakar Pemeluwapan";"Condensation Specialist"
"";"211337";"Pakar Penyaduran Nikel";"Nickel Plating Specialist"
"";"211338";"Pakar Penganodan";"Anodizing Specialist"
"";"211339";"Pakar Kompos Biodinamik";"Biodynamic Compost Expert"
"";"211340";"Pakar Moringa";"Moringa Specialist"
"";"2114";"AHLI GEOLOGI DAN GEOFIZIK";"GEOLOGISTS AND GEOPHYSICISTS"
"";"211401";"Ahli Geofizik";"Geophysicist"
"";"211402";"Ahli Geologi";"Geologist"
"";"211403";"Ahli Geologi Kejuruteraan";"Geologist, Engineering"
"";"211404";"Ahli Geologi Perlombongan";"Geologist, Mining"
"";"211405";"Ahli Mineralogi";"Mineralogist"
"";"211406";"Ahli Geologi Minyak";"Geologist, Oil"
"";"211407";"Ahli Geologi Petroleum";"Geologist, Petroleum"
"";"211408";"Ahli Geologi Petrologi";"Geologist, Petrology"
"";"211409";"Ahli Petrologi";"Petrologist"
"";"211410";"Ahli Geofizik Oseanografi";"Geophysicist, Oceanography"
"";"211411";"Ahli Geologi Marin";"Geologist, Marine"
"";"211412";"Ahli Geologi Oseanografi";"Geologist, Oceanography"
"";"211413";"Ahli Oseanografi";"Oceanographer"
"";"211414";"Ahli Oseanografi Geofizik";"Geophysical Oceanographer"
"";"211415";"Ahli Oseanografi Geologi";"Geological Oceanographer"
"";"211416";"Ahli Geodesi";"Geodesist"
"";"211417";"Ahli Geofizik Geomagnet";"Geophysicist, Geomagnetic"
"";"211418";"Ahli Geofizik Geomorfologi";"Geophysicist, Geomorphology"
"";"211419";"Ahli Geofizik Seismologi";"Geophysicist, Seismology"
"";"211420";"Ahli Geomagnet";"Geomagnetician"
"";"211421";"Ahli Geomorfologi";"Geomorphologies"
"";"211422";"Ahli Geofizik Hidrologi";"Geophysicist, Hydrology"
"";"211423";"Ahli Hidrogeologi";"Hydrogeologist"
"";"211424";"Ahli Hidrologi";"Hydrologist"
"";"211425";"Ahli Geologi Mikropalaeontologi";"Geologist, Micropalaeontology"
"";"211426";"Ahli Geologi Palaeontologi";"Geologist, Palaeontology"
"";"211427";"Ahli Geologi Stratigrafi";"Geologist, Stratigraphy"
"";"211428";"Ahli Paleontologi";"Palaeontologist"
"";"211429";"Ahli Stratigraf";"Stratigraph"
"";"211430";"Mikropalaeontologi";"Micropalaeontologist"
"";"211431";"Ahli Geosains Petroleum";"Petroleum Geoscientist"
"";"211432";"Ahli Geosains";"Geoscientist"
"";"211433";"Mudlogger";"Mudlogger"
"";"211434";"Ahli Geologi Tapak";"Well Site Geologist"
"";"211435";"Ahli Geologi Operasi";"Operation Geologist"
"";"211436";"Ahli Geologi Reservoir";"Reservoir Geologist"
"";"211437";"Ahli Geologi Struktur";"Structural Geologist"
"";"211438";"Geomodeller";"Geomodeller"
"";"211439";"Ahli Oseanografi Fizik";"Physical Oceanographer"
"";"211440";"Interpreter Seismik";"Seismic Interpreter"
"";"211441";"Pakar Geologi";"Geological Specialist"
"";"211442";"Pakar Geofizik";"Geophysical Specialist"
"";"211443";"Pegawai Geosains Gred C41";"Geoscience Officer Grade C41"
"";"211444";"Geomekanik";"Geomechanic"
"";"211445";"Ahli Sedementologi";"Sedementologist"
"";"2121";"AHLI MATEMATIK, AKTUARI, DAN PERANGKAWAN";"MATHEMATICIANS, ACTUARIES AND STATISTICIANS"
"";"212101";"Perangkawan Gred E41";"Statistician Grade E41"
"";"212102";"Ahli Matematik";"Mathematician"
"";"212103";"Ahli Matematik Gunaan";"Mathematician, Applied Mathematics"
"";"212104";"Ahli Matematik Tulen";"Mathematician, Pure Mathematics"
"";"212105";"Ahli Matematik Sains Aktuari";"Mathematician, Actuarial Science"
"";"212106";"Perangkawan Perangkaan Gunaan";"Statistician, Applied Statistics"
"";"212107";"Perangkawan Tinjauan";"Statistician, Survey"
"";"212108";"Ahli Biometrik";"Biometrician"
"";"212109";"Ahli Demografi";"Demographer"
"";"212110";"Perunding Analitikal";"Analytical Consultant"
"";"212111";"Aktuari";"Appointed Actuarie"
"";"212112";"Aktuari Harga";"Pricing Actuarie"
"";"212113";"Aktuari Penilaian";"Valuation Actuarie"
"";"212114";"Ahli Geomatik";"Geomatician"
"";"212115";"Ahli Metrologi";"Metrologist"
"";"212116";"Eksekutif Aktuari";"Actuarial Executive"
"";"212117";"Ketua Aktuari";"Chief Actuary"
"";"2131";"PROFESIONAL BIOLOGI, BOTANI, ZOOLOGI DAN PROFESIONAL YANG BERKAITAN";"BIOLOGISTS, BOTANISTS, ZOOLOGISTS AND RELATED PROFESSIONALS"
"";"213101";"Pegawai Hidupan Liar Gred G41";"Wildlife Officer Grade G41"
"";"213102";"Ahli Imunologi";"Immunologist"
"";"213103";"Ahli Mikrobiologi";"Microbiologist"
"";"213104";"Ahli Serologi";"Serologist"
"";"213105";"Ahli Virologi";"Virologist"
"";"213106";"Ahli Histologi";"Histologist"
"";"213107";"Ahli Histologi Tumbuhan";"Histologist, Plant"
"";"213108";"Ahli Biologi";"Biologist"
"";"213109";"Ahli Biologi Air Tawar";"Biologist, Fresh Water"
"";"213110";"Ahli Biologi Akuatik";"Biologist, Aquatic"
"";"213111";"Ahli Biologi Marin";"Biologist, Marine"
"";"213112";"Ahli Bioteknologi";"Biotechnologist"
"";"213113";"Ahli Hidrobiologi";"Hydrobiologist"
"";"213114";"Ahli Taksonomi";"Taxonomist"
"";"213115";"Ahli Taksonomi Tumbuhan";"Taxonomist, Plant"
"";"213116";"Ahli Taksonomi Haiwan";"Taxonomist, Animals"
"";"213117";"Ahli Sistologi";"Cystologist"
"";"213118";"Ahli Sistologi Tumbuhan";"Cystologist, Plant"
"";"213119";"Ahli Sistologi Haiwan";"Cystologist, Animal"
"";"213120";"Ahli Botani";"Botanist"
"";"213121";"Ahli Botani Ekonomi";"Botanist, Economic"
"";"213122";"Ahli Botani Histologi";"Botanist, Histology"
"";"213123";"Ahli Botani Mikologi";"Botanist, Mycology"
"";"213124";"Ahli Botani Taksonomi";"Botanist, Taxonomy"
"";"213125";"Ahli Botani Tanih";"Botanist, Soil"
"";"213126";"Ahli Botani Ekologi";"Botanist, Ecology"
"";"213127";"Ahli Genetik";"Geneticist"
"";"213128";"Ahli Genetik Tumbuhan";"Geneticist, Plant"
"";"213129";"Ahli Genetik Haiwan";"Geneticist, Animal"
"";"213130";"Ahli Mikologi";"Mycologist"
"";"213131";"Jurutera Genetik";"Engineer, Genetics"
"";"213132";"Ahli Herpetologi";"Herpetologist"
"";"213133";"Ahli Iktiologi";"Ichthyologist"
"";"213134";"Ahli Mamalogi";"Mammalogist"
"";"213135";"Ahli Ornitologi";"Ornithologist"
"";"213136";"Ahli Parasitologi";"Parasitologist"
"";"213137";"Ahli Pissikultur";"Pisciculturist"
"";"213138";"Ahli Kultur Ikan";"Fish Culturist"
"";"213139";"Ahli Zoologi";"Zoologist"
"";"213140";"Ahli Zoologi Embriologi";"Zoologist, Embryology"
"";"213141";"Ahli Zoologi Entomologi";"Zoologist, Entomology"
"";"213142";"Ahli Zoologi Histologi";"Zoologist, Histology"
"";"213143";"Ahli Zoologi Iktiologi";"Zoologist, Ichthyology"
"";"213144";"Ahli Zoologi Mammalogi";"Zoologist, Mammalogy"
"";"213145";"Ahli Zoologi Ornitologi";"Zoologist, Ornithology"
"";"213146";"Ahli Zoologi Parasitologi";"Zoologist, Parasitology"
"";"213147";"Ahli Zoologi Pissikultur";"Zoologist, Pisciculture"
"";"213148";"Ahli Zoologi Taksonomi";"Zoologist, Taxonomy"
"";"213149";"Ahli Zoologi Ekologi";"Zoologist, Ecology"
"";"213150";"Ahli Entomologi";"Entomologist"
"";"213151";"Ahli Ekologi";"Ecologist"
"";"213152";"Ahli Ekologi Haiwan";"Ecologist, Animal"
"";"213153";"Ahli Ekologi Tumbuhan";"Ecologist, Plant"
"";"213154";"Ahli Ekologi Sosial";"Ecologist, Social"
"";"213155";"Ahli Bakteriologi";"Bacteriologist"
"";"213156";"Ahli Bakteriologi Farmaseutikal";"Bacteriologist, Pharmaceutical"
"";"213157";"Ahli Bakteriologi Makanan";"Bacteriologist, Food"
"";"213158";"Ahli Bakteriologi Molekul";"Bacteriologist, Molecular"
"";"213159";"Ahli Bakteriologi Perikanan";"Bacteriologist, Fishery"
"";"213160";"Ahli Bakteriologi Perindustrian";"Bacteriologist, Industrial"
"";"213161";"Ahli Bakteriologi Pertanian";"Bacteriologist, Agricultural"
"";"213162";"Ahli Bakteriologi Perubatan";"Bacteriologist, Medical"
"";"213163";"Ahli Bakteriologi Tanih";"Bacteriologist, Soil"
"";"213164";"Ahli Bakteriologi Tenusu";"Bacteriologist, Dairy"
"";"213165";"Ahli Bakteriologi Veterinar";"Bacteriologist, Veterinary"
"";"213166";"Ahli Teknologi, Teknologi Hijau";"Technologist, Green Technology"
"";"213167";"Ahli Tingkah Laku Haiwan";"Animal Behaviourist"
"";"213168";"Juruteknologi Pengeluaran Semula Akua dan Marin";"Aqua and Marine Reproduction Technologist"
"";"213169";"Arborist";"Arborist"
"";"2132";"PENASIHAT PERLADANGAN, PERHUTANAN, DAN PERIKANAN";"FARMING, FORESTRY AND FISHERIES ADVISERS"
"";"213201";"Pegawai Perikanan Gred G41";"Fisheries Officer Grade G41"
"";"213202";"Pemelihara Hutan Gred G41";"Conservator of Forests Grade G41"
"";"213203";"Pegawai Pertanian Gred G41";"Agricultural Officer Grade G41"
"";"213204";"Pegawai Rancangan Tanah Gred G41";"Land Planning Officer Grade G41"
"";"213205";"Pegawai Pertanian";"Agricultural Officer"
"";"213206";"Penasihat Penanaman";"Planting Adviser"
"";"213207";"Penasihat Perladangan";"Farming Adviser"
"";"213208";"Penasihat Pertanian";"Agricultural Adviser"
"";"213209";"Pendemonstrasi Ladang";"Farm Demonstrator"
"";"213210";"Pegawai Perhutanan";"Forestry Officer"
"";"213211";"Pegawai Pemulihara Hutan";"Forestry Conservator"
"";"213212";"Penasihat Perhutanan";"Forestry Adviser"
"";"213213";"Eksekutif Ladang Pertanian";"Agricultural Executive"
"";"213214";"Eksekutif Akuakultur";"Aquaculture Executive"
"";"2133";"PROFESIONAL PERLINDUNGAN ALAM SEKITAR";"ENVIRONMENTAL PROTECTION PROFESSIONALS"
"";"213301";"Pegawai Kawalan Alam Sekitar Gred C41";"Environmental Control Officer Grade C41"
"";"213302";"Ahli Agronomi";"Agronomist"
"";"213303";"Ahli Sains Penyelidikan Tanaman";"Crop Research Scientist"
"";"213304";"Ahli Sains Pertanian";"Agricultural Scientist"
"";"213305";"Ahli Florikultur";"Floriculturist"
"";"213306";"Ahli Hortikultur";"Horticulturist"
"";"213307";"Ahli Olerikultur";"Olericulturist"
"";"213308";"Ahli Pomologi";"Pomologist"
"";"213309";"Ahli Anatomi Kayu";"Wood Anatomist"
"";"213310";"Ahli Arborikultur";"Arboriculturist"
"";"213311";"Ahli Pemulihara Tanih";"Soil Conservationist"
"";"213312";"Ahli Sains Perhutanan";"Forestry Scientist"
"";"213313";"Ahli Sains Tanih";"Soil Scientist"
"";"213314";"Ahli Silvikultur";"Silviculturist"
"";"213315";"Juruanalisis Kayu";"Wood Analyst"
"";"213316";"Ahli Sains Haiwan";"Animal Scientist"
"";"213317";"Ahli Sains Penyelidikan Alam Sekitar";"Environmental Research Scientist"
"";"213318";"Pegawai Pemulihara";"Conservation Officer"
"";"213319";"Ahli Sains Pemulihara";"Conservation Scientist"
"";"213320";"Penasihat Alam Sekitar";"Environmental Adviser"
"";"213321";"Juruaudit Alam Sekitar";"Environmental Auditor"
"";"213322";"Konsultan Alam Sekitar";"Environmental Consultant"
"";"213323";"Ahli Sains Semulajadi";"Natural Scientist"
"";"2134";"PROFESIONAL FARMAKOLOGI, PATOLOGI DAN PROFESIONAL BERKAITAN";"PHARMACOLOGISTS, PATHOLOGISTS AND RELATED PROFESSIONALS"
"";"213401";"Ahli Anatomi";"Anatomist"
"";"213402";"Ahli Biokimia";"Biochemist"
"";"213403";"Ahli Biokimia Enzim";"Biochemist, Enzymes"
"";"213404";"Ahli Biokimia Klinik";"Biochemist, Clinical"
"";"213405";"Ahli Biokimia Protein";"Biochemist, Proteins"
"";"213406";"Ahli Biokimia Steroid";"Biochemist, Steroids"
"";"213407";"Ahli Kimia Biologi";"Chemist, Biological"
"";"213408";"Ahli Biofizik";"Biophysicist"
"";"213409";"Ahli Endokrinologi";"Endocrinologists"
"";"213410";"Ahli Fisiologi";"Physiologists"
"";"213411";"Ahli Fisiologi Endokrinologi";"Physiologist, Endocrinology"
"";"213412";"Ahli Fisiologi Epidemiologi";"Physiologist, Epidemiology"
"";"213413";"Ahli Fisiologi Haiwan";"Physiologist, Animal"
"";"213414";"Ahli Fisiologi Neurologi";"Physiologist, Neurology"
"";"213415";"Ahli Fisiologi Tumbuhan";"Physiologist, Plant"
"";"213416";"Ahli Farmakologi";"Pharmacologists"
"";"213417";"Ahli Farmakologi Toksikologi";"Pharmacologist, Toxicology"
"";"213418";"Ahli Farmakologi Veterinar";"Pharmacologist, Veterinary"
"";"213419";"Ahli Toksikologi";"Toxicologist"
"";"213420";"Ahli Histopatologi";"Histopathologist"
"";"213421";"Ahli Neuropatologi";"Neuropathologist"
"";"213422";"Ahli Patologi";"Pathologist"
"";"213423";"Ahli Patologi Forensik";"Pathologist, Forensic"
"";"213424";"Ahli Patologi Haiwan";"Pathologist, Animal"
"";"213425";"Ahli Patologi Histopatologi";"Pathologist, Histopathology"
"";"213426";"Ahli Patologi Klinik";"Pathologist, Clinical"
"";"213427";"Ahli Patologi Neuropatologi";"Pathologist, Neuropathology"
"";"213428";"Ahli Patologi Pembedahan";"Pathologist, Surgical"
"";"213429";"Ahli Patologi Perubatan";"Pathologist, Medical"
"";"213430";"Ahli Patologi Tumbuhan";"Pathologist, Plant"
"";"213431";"Ahli Patologi Veterinar";"Pathologist, Veterinary"
"";"213432";"Ahli Epidemiologi";"Epidemiologist"
"";"213433";"Pakar Bio-Fermentasi";"Bio-Fermentation Specialist"
"";"213434";"Ahli Farmasi Penyelidikan dan Pembangunan";"Research and Development Pharmacist"
"";"213435";"Pakar Pemeliharaan Lebah";"Bee Cultivation Specialist"
"";"213436";"Pakar Embriologi";"Embryologist"
"";"2141";"JURUTERA INDUSTRI DAN PENGELUARAN";"INDUSTRIAL AND PRODUCTION ENGINEERS"
"";"214101";"Jurutera Automasi";"Automation Engineer"
"";"214102";"Jurutera Robotik";"Robotics Engineer"
"";"214103";"Jurutera Perindustrian";"Industrial Engineer"
"";"214104";"Jurutera Pengeluaran";"Production Engineer"
"";"214105";"Jurutera Susun Atur Perindustrian";"Industrial Layout Engineer"
"";"214106";"Juruanalisis Komunikasi";"Communication Analyst"
"";"214107";"Juruanalisis Sistem (Kecuali Komputer)";"Systems Analyst (Except Computers)"
"";"214108";"Jurutera Pengelolaan dan Kaedah";"Organization and Methods Engineer"
"";"214109";"Jurutera Perancangan";"Planning Engineer"
"";"214110";"Jurutera Sistem (Kecuali Komputer)";"Systems Engineer (Except Computers)"
"";"214111";"Jurutera Pereka Sistem (Kecuali Komputer)";"Systems Design Engineer (Except Computers)"
"";"214112";"Jurutera Kajian Kerja";"Work Study Engineer"
"";"214113";"Jurutera Kecekapan Perindustrian";"Industrial Efficiency Engineer"
"";"214114";"Jurutera Masa dan Gerakan";"Time and Motion Engineer"
"";"214115";"Jurutera Penilaian Kos";"Cost Evaluation Engineer"
"";"214116";"Ahli Teknologi Barangan Kulit";"Leather Technologist"
"";"214117";"Ahli Teknologi Kaca";"Glass Technologist"
"";"214118";"Ahli Teknologi Pembungkusan";"Packaging Technologist"
"";"214119";"Ahli Teknologi Pencetakan";"Printing Technologist"
"";"214120";"Ahli Teknologi Seramik";"Ceramics Technologist"
"";"214121";"Ahli Teknologi Simen";"Cement Technologist"
"";"214122";"Ahli Teknologi Tekstil";"Textile Technologist"
"";"214123";"Ahli Teknologi Kayu";"Wood Technologist"
"";"214124";"Jurutera Loji";"Plant Engineer"
"";"214125";"Jurutera Reka bentuk Pembungkusan";"Package Design Engineer"
"";"214126";"Jurutera Reka bentuk Bungkusan Litar Bersepadu Analog (IC)";"Analog Integrated Circuit (IC) Package Design Engineer"
"";"214127";"Ahli Teknologi Perabot Lembut";"Furniture Upholstery Technologist"
"";"214128";"Ahli Teknologi Pengukiran";"Carving Technologist"
"";"214129";"Jurutera Pembangunan Proses";"Process Development Engineer"
"";"214130";"Jurutera Pembungkusan";"Packaging Engineer"
"";"214131";"Jurutera Kemudahan Cekap";"Facilities Competent Engineer"
"";"214132";"Jurutera Keandalan";"Reliability Engineer"
"";"214133";"Ketua Jurutera Pemodelan";"Chief Package Modelling Engineer"
"";"214134";"Ketua Jurutera Keandalan";"Chief Reliability Engineer"
"";"214135";"Juruteknologi Tenunan";"Weaving Technologist"
"";"214136";"Jurutera Pereka Fizikal";"Physical Design Engineer"
"";"214137";"Jurutera Reka bentuk Automasi";"Automation Design Engineer"
"";"214138";"Pakar Automasi Proses Robotik (RPA)";"Robotic Process Automation (RPA) Expert"
"";"214139";"Pakar Automasi Proses Perniagaan";"Business Process Automation Expert"
"";"214140";"Perunding Fungsian Techno";"Techno Functional Consultant"
"";"214141";"Eksekutif Kejuruteraan Stor";"Engineering Store Executive"
"";"214142";"Jurutera fotonik";"Photonic Engineer"
"";"214143";"Jurutera Penyelenggaraan Pencegahan (Kemudahan)";"Preventive Maintenance Engineer (Facility)"
"";"214144";"Jurutera SCADA";"SCADA Engineer"
"";"214145";"Jurutera Reka Bentuk Proses Unit (UPD)";"Unit Process Design Engineer (UPD)"
"";"214146";"Jurutera Deposisi Wap Kimia Plasma";"Plasma Enhance Chemical Vapour Deposition Engineer"
"";"214147";"Jurutera Proses Sputter";"Sputter Process Engineer"
"";"214148";"Jurutera Perincian Modul";"Module Characterisation Engineer"
"";"214149";"Jurutera Peralatan Sputter";"Sputter Equipment Engineer"
"";"214150";"Jurutera Kaedah dan Proses";"Method & Process Engineer"
"";"214151";"Jurutera Kaji Selidik";"Survey Engineer"
"";"214152";"Jurutera Produk";"Product Engineer"
"";"214153";"Penyelaras Kejuruteraan";"Engineering Coordinator"
"";"214154";"Fasilitator Infrastruktur Teknologi Hijau";"Green Technology Infrastructure Facilitator"
"";"214155";"Jurutera Tenaga";"Energy Engineer"
"";"214156";"Jurutera Tenaga Baharu";"Renewable Energy Engineer"
"";"214157";"Jurutera Persekitaran";"Environment Engineer"
"";"214158";"Jurutera Tenaga Angin";"Wind Energy Engineer"
"";"214159";"Juruaudit Tenaga";"Energy Auditor"
"";"214160";"Ahli Teknologi Industri 4.0";"Industry 4.0 Technologist"
"";"214161";"Jurutera Peralatan Khas (Mould)";"Special Tooling (Mould) Engineer"
"";"214162";"Jurutera Peralatan Khas (Acuan)";"Special Tooling (Die) Engineer"
"";"214163";"Jurutera Pembuatan";"Manufacturing Engineer"
"";"214164";"Jurutera Kilang Minyak";"Oil Mill Engineer"
"";"214165";"Jurutera Pemerolehan";"Procurement Engineer"
"";"214166";"Jurutera Pemerolehan Pembuatan";"Procurement Manufacturing Engineer"
"";"214167";"Jurutera Projek";"Project Engineer"
"";"214168";"Jurutera Proses";"Process Engineer"
"";"214169";"Jurutera Bahan";"Materials Engineer"
"";"214170";"Jurutera Simulasi Proses";"Process Simulation Engineer"
"";"214171";"Jurutera Kawalan Proses dan Instrumen";"Process Control and Instrument  Engineer"
"";"214172";"Jurutera Pentauliahan Operasi";"Operations Commissioning  Engineer"
"";"2142";"JURUTERA AWAM";"CIVIL ENGINEERS"
"";"214201";"Pegawai Eksekutif (Kejuruteraan) Gred 41";"Executive Officer (Engineering) Grade 41"
"";"214202";"Jurutera Gred J41";"Engineer Grade J41"
"";"214203";"Pegawai Eksekutif (Kejuruteraan) Gred L5";"Executive Officer (Engineering) Grade L5"
"";"214204";"Jurutera";"Engineer"
"";"214205";"Ahli Teknologi";"Technologist"
"";"214206";"Ahli Teknologi Kejuruteraan Awam";"Civil Engineering Technologist"
"";"214207";"Jurutera Awam";"Civil Engineer"
"";"214208";"Jurutera Tapak Bina";"Site Construction Engineer"
"";"214209";"Ahli Teknologi Bahan Bangunan";"Technologist, Building Materials"
"";"214210";"Jurutera Awam, Pembinaan";"Civil Engineer, Construction"
"";"214211";"Jurutera Awam, Pembinaan Aerodom";"Civil Engineer, Aerodome Construction"
"";"214212";"Jurutera Awam, Pembinaan Bangunan";"Civil Engineer, Building Construction"
"";"214213";"Jurutera Awam, Pembinaan Dok dan Pelabuhan";"Civil Engineer, Dock and Harbour Construction"
"";"214214";"Jurutera Awam, Pembinaan Menara";"Civil Engineer, Tower Construction"
"";"214215";"Jurutera Awam, Pembinaan Serombong";"Civil Engineer, Chimney Construction"
"";"214216";"Jurutera Awam, Struktur";"Civil Engineer, Structural"
"";"214217";"Jurutera Awam, Struktur Bangunan";"Civil Engineer, Building Structure"
"";"214218";"Jurutera Awam, Lebuh Raya dan Jalan";"Civil Engineer, Highways and Road"
"";"214219";"Jurutera Awam, Pembinaan Jalan";"Civil Engineer, Road Construction"
"";"214220";"Jurutera Awam, Pembinaan Landasan Kereta api";"Civil Engineer, Railway Construction"
"";"214221";"Jurutera Awam, Geoteknik";"Civil Engineer, Geothechnic"
"";"214222";"Jurutera Awam, Pembinaan Jambatan";"Civil Engineer, Bridge Construction"
"";"214223";"Jurutera Awam, Pembinaan Terowong";"Civil Engineer, Tunnel Construction"
"";"214224";"Jurutera Awam, Mekanik Tanih";"Civil Engineer, Soil Mechanics"
"";"214225";"Jurutera Awam, Pengairan";"Civil Engineer, Irrigation"
"";"214226";"Jurutera Awam, Pengorekan";"Civil Engineer, Dredging"
"";"214227";"Jurutera Awam, Hidraulik";"Civil Engineer, Hydraulics"
"";"214228";"Jurutera Awam, Hidrologi";"Civil Engineer, Hydrology"
"";"214229";"Jurutera Awam, Kesihatan Awam";"Civil Engineer, Public Health"
"";"214230";"Jurutera Awam, Sanitari";"Civil Engineer, Sanitation"
"";"214231";"Jurutera Kemudahan";"Facilities Engineer"
"";"214232";"Jurutera Penyelenggaraan";"Maintenance Engineer"
"";"214233";"Jurutera Geoteknik";"Geotechnical Engineer"
"";"214234";"Jurutera Struktur";"Structural Engineer"
"";"214235";"Jurutera Pemeriksaan Pembinaan";"Construction Inspection Engineer"
"";"214236";"Jurutera Reka bentuk Saliran";"Drainage Design Engineer"
"";"214237";"Pakar Perancangan Kemudahan";"Facilities Planning Specialists"
"";"214238";"Jurutera Lapisan Asas";"Foundation Engineer"
"";"214239";"Jurutera Keandalan dan Keselamatan";"Reliability and Safety Engineer"
"";"214240";"Jurutera Pembinaan";"Construction Engineer"
"";"214241";"Jurutera Penanda";"Flag Engineer"
"";"214242";"Jurutera Hull dan Struktur";"Hull and Structural Engineer"
"";"214243";"Jurutera Reka Bentuk Awam dan Struktur";"Civil and Structure Design Engineer"
"";"214244";"Jurutera Hydrotreating Minyak/Perpaipan/Gas";"Piping/Gas Oil Hydrotreating Engineer"
"";"214245";"Juruukur Bahan Gred J41";"Quantity Surveyor Grade J41"
"";"214246";"Juruukur Bangunan Gred J41";"Building Surveyor Grade J41"
"";"214247";"Pegawai Eksekutif (Ukur Bangunan) Gred 41";"Executive Officer (Building Surveyor) Grade 41"
"";"214248";"Juruukur Bahan";"Quantity Surveyor"
"";"214249";"Jurutera Projek Pembinaan";"Construction Project Engineer"
"";"214250";"Jurutera Proses Pembinaan";"Construction Process Engineer"
"";"214251";"Jurutera Bahan Pembinaan";"Construction Materials Engineer"
"";"214252";"Jurutera Gred 23";"Engineer Grade 23"
"";"214253";"Juruukur Bahan Gred 23";"Quantity Surveyor Grade 23"
"";"214254";"Juruukur Bangunan Gred 23";"Building Surveyor Grade 23"
"";"214255";"Jurutera Rekabentuk Audit dan Pelan";"Plan and Audit Engineering Design"
"";"214256";"Jurutera Gred J48";"Engineer Grade J48"
"";"2143";"JURUTERA ALAM SEKITAR";"ENVIRONMENTAL ENGINEERS"
"";"214301";"Jurutera Alam Sekitar";"Environmental Engineer"
"";"214302";"Jurutera Kumbahan dan Sanitasi";"Sewerage and Sanitation Engineer"
"";"214303";"Jurutera Kawalan Pencemaran Udara";"Air Pollution Control Engineer"
"";"214304";"Jurupemulihan Persekitaran";"Environmental Remediation Specialist"
"";"214305";"Juruanalis Persekitaran";"Environmental Analyst"
"";"2144";"JURUTERA MEKANIKAL";"MECHANICAL ENGINEERS"
"";"214401";"Ahli Teknologi Kejuruteraan Mekanikal";"Mechanical Engineering Technologist"
"";"214402";"Jurutera Mekanikal";"Mechanical Engineer"
"";"214403";"Jurutera Jentera dan Peralatan Perindustrian";"Machinery and Tools Industrial Engineer"
"";"214404";"Jurutera Lif";"Lift Engineer"
"";"214405";"Jurutera Mekanikal, Instrumen";"Mechanical Engineer, Instruments"
"";"214406";"Jurutera Kriogenik";"Cryogenic Engineer"
"";"214407";"Jurutera Mekanikal, Kuasa Nuklear";"Mechanical Engineer, Nuclear Power"
"";"214408";"Jurutera Pemanasan Pengalihudaraan Penyaman Udara dan Penyejukan";"Heating Ventilation Air-Conditioning and Refrigeration Engineer"
"";"214409";"Jurutera Diesel";"Diesel Engineer"
"";"214410";"Jurutera Enjin";"Engines Engineer"
"";"214411";"Jurutera Enjin Jet";"Jet Engine Engineer"
"";"214412";"Jurutera Enjin Lokomotif";"Locomotive Engine Engineer"
"";"214413";"Jurutera Enjin Pembakaran Dalaman";"Internal Combustion Engine Engineer"
"";"214414";"Jurutera Mekanikal, Automotif";"Mechanical Engineer, Automotive"
